source_season,target_season,source_season_start_year,sofascore_season_id,team,team_slug,sofascore_team_name,sofascore_team_id,average_possession_pct,matches_recorded,source_url
2526,2627,2025,76986,Leeds United,leeds-united,Leeds United,34,45.7,38,https://www.sofascore.com/api/v1/team/34/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Liverpool,liverpool,Liverpool FC,44,59.2,38,https://www.sofascore.com/api/v1/team/44/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Manchester City,manchester-city,Manchester City,17,60.5,38,https://www.sofascore.com/api/v1/team/17/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Manchester United,manchester-united,Manchester United,35,51.8,38,https://www.sofascore.com/api/v1/team/35/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Newcastle United,newcastle-united,Newcastle United,39,52.6,38,https://www.sofascore.com/api/v1/team/39/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Nottingham Forest,nottingham-forest,Nottingham Forest,14,46.8,38,https://www.sofascore.com/api/v1/team/14/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Sunderland,sunderland,Sunderland,41,44.8,38,https://www.sofascore.com/api/v1/team/41/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Tottenham Hotspur,tottenham-hotspur,Tottenham Hotspur,33,50.4,38,https://www.sofascore.com/api/v1/team/33/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,West Ham United,west-ham-united,West Ham United,37,42.5,38,https://www.sofascore.com/api/v1/team/37/unique-tournament/17/season/76986/statistics/overall
2526,2627,2025,76986,Wolverhampton Wanderers,wolverhampton-wanderers,Wolverhampton,3,42.8,38,https://www.sofascore.com/api/v1/team/3/unique-tournament/17/season/76986/statistics/overall
